_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,please_choose_one_of_the_reasons_below,which_category_does_this_term_belong_to,gs,please_choose_one_of_the_reasons_below_gold,term,values,which_category_does_this_term_belong_to_gold
1229987754,false,finalized,3,5/4/2017 11:32:37,"","time
time
time", age,,age_dx ,68,
1229987755,false,finalized,3,5/4/2017 11:24:22,"","time
time
time", time,,time to hcc recurrence (days)  ,1097,
1229987756,false,finalized,3,5/4/2017 11:22:06,"","time
time
time", age,,sac age (wks) ,12/16/17,
1229987757,false,finalized,3,5/4/2017 11:34:15,"","treatment
treatment
treatment", treatment,,dht treatment  ," ""-"", na, 1 nm, 100nm, ",
1229987758,false,finalized,3,5/4/2017 11:38:28,"","time
time
time", time,,collection time  ," less than 72 hour after symptoms, 3 to 7 dys after symptoms, 2 to 5 weeks after symptoms, 0 hr, 24 hr",
1229987759,false,finalized,3,5/4/2017 11:40:10,"","tissue
tissue
tissue", tissue,,tissue harvest ,", 9/24/03. 9/17/03, embryonic day 6 (h&h stage 26 -28)",
1229987760,false,finalized,3,5/4/2017 11:37:48,"","treatment
treatment
treatment", treatment,,treatment adchem  ,": adchemanthracycline, : adhtamoxifen, : no treatment",
1229987761,false,finalized,3,5/4/2017 11:33:59,"","strain
strain
strain", strain,,transgenic strain  ,": fsp1-egfp, mmtv-wnt-1, mmtv-wnt/ilk",
1229987762,false,finalized,3,5/4/2017 11:35:11,"","strain
strain
strain", strain,,strain 3235 = scc1-pk3  ,:his,
1229987763,false,finalized,3,5/4/2017 11:27:16,"","strain
strain
strain", strain,,strain 379 = scc1-ha6  ,:his3,
1229987764,false,finalized,3,5/4/2017 11:40:14,"","strain
strain
strain", strain,,strain by4741 ptc2  ,:kanmx4,
1229987765,false,finalized,3,5/4/2017 11:29:38,"","strain
strain
strain", strain,,strain by4741 ptc4  ,:kanmx4,
1229987766,false,finalized,3,5/4/2017 11:28:20,"","strain
strain
strain", strain,,strain yjdi381 gal1-taf1  ,:kanmx6 + taf1 ts2,
1229987767,false,finalized,3,5/4/2017 11:41:01,"","strain
strain
strain", strain,,strain by4741 ptc1  ,:nat1,
1229987768,false,finalized,3,5/4/2017 11:35:29,"","time
time
time", time,,time.to.recurrence (years)  ,"., 2.16, 0.83, 2.08, 1.82",
1229987769,false,finalized,3,5/4/2017 11:29:34,"","time
time
time", time,,pfs time  ,"., 288, 178, 388, 104",
1229987770,false,finalized,3,5/4/2017 11:38:31,"","time
time
time", time,,time.to.ok  ,"., 4.99, 5.3, 5.16, 5.07",
1229987771,false,finalized,3,5/4/2017 11:32:49,"","time
time
time", treatment,,treatment time (rhgaa)  ,"""--"", 00 weeks, 12 weeks, 52 weeks",
1229987772,false,finalized,7,5/4/2017 11:39:22,"","treatment
time
treatment
time
time
time
time", time,,treatment time (rhgaa)  ,"""--"", 00 weeks, 12 weeks, 52 weeks",
1229987773,false,finalized,3,5/4/2017 11:32:51,"","time
time
time", age,,age of diagnosis (year) ,"""--"", 34, 57, 32, 35",
1229987774,false,finalized,3,5/4/2017 11:26:50,"","time
time
time", time,,evolution time (years)  ,"""--"", 7, 13, 3, 8",
1229987775,false,finalized,3,5/4/2017 11:41:17,"","time
time
time", time,,time until recurrence (years)  ,"""-"", 2.4",
1229987776,false,finalized,3,5/4/2017 11:21:06,"","time
time
time", time,,dsn time  ,"""-"", 5h",
1229987777,false,finalized,3,5/4/2017 11:32:49,"","treatment
treatment
treatment", treatment,,ms treatment  ,"""-"", copaxone, betaferon, tysabri, rebif44",
1229987778,false,finalized,3,5/4/2017 11:21:50,"","time
time
time", age,,age at onset (years) ,"""-"", na, 47, 48, 78",
1229987779,false,finalized,3,5/4/2017 11:19:12,"","disease
disease
disease", disease,,other diseases  ,"""-"", positive lead test",
1229987780,false,finalized,3,5/4/2017 11:37:39,"","disease
disease
disease", disease,,chronic diseases  ,"""-"", yes",
1229987781,false,finalized,3,5/4/2017 11:38:15,"","genotype
genotype
genotype", genotype,,il4r genotype  ,"""-/-"", +/+",
1229987782,false,finalized,3,5/4/2017 11:38:35,"","time
time
time", time,,time (weeks of treatment)  ,"""-4"", 11, 27, 23, 17",
1229987783,false,finalized,3,5/4/2017 11:36:55,"","time
time
time", time,,timepoint (wks)  ,"""-5"", 12, 4",
1229987784,false,finalized,3,5/4/2017 11:34:03,"","time
time
time", age,,age of onset ,"""=-n/a"", 20yr, -, 17 yr, 25 yr",
1229987785,false,finalized,3,5/4/2017 11:29:22,"","treatment
treatment
treatment", treatment,,response to tzd treatment  ,"""=+ (responder)"", ""=- (non responder)""",
1229987786,false,finalized,3,5/4/2017 11:37:48,"","strain
strain
strain", strain,,strain [background]  ,"(n>6)b6.129, b6129 hybrid, (n>>2)b6.129, b6",
1229987787,false,finalized,3,5/4/2017 11:53:37,"","treatment
treatment
treatment", treatment,,treatment amount [c]  ,"(not applicable), 50 ug/ml",
1229987788,false,finalized,3,5/4/2017 11:36:51,"","treatment
treatment
treatment", treatment,,treatment [c]  ,"(not applicable), oxidized ldl",
1229987789,false,finalized,3,5/4/2017 11:40:43,"","disease
disease
disease", disease,,disease subtype  ,"[er+/pr+]her2-, refractory anemia (ra), refractory anemia with ringed sideroblasts (rars), refractory anemia with excess blasts 2 (raeb2), refractory anemia with excess blasts 1 (raeb1)",
1229987790,false,finalized,7,5/4/2017 11:46:10,info,"gendersex
time
time
time
dontknow
time
gendersex", age,,age at diagnosis (months) ,"<18m, 1, >18m, 6, 4",
1229987791,false,finalized,3,5/4/2017 11:30:57,"","time
time
time", time,,time quit (@ initial consult)  ,">10yrs, 6-10yrs, 0, 1-6mos, unk",
1229987792,false,finalized,3,5/4/2017 11:33:21,"","time
time
time", age,,age of trees ,">30, 3, 9, 2, 1",
1229987793,false,finalized,3,5/4/2017 11:40:43,"","time
time
time", treatment,,days after treatment  ,"0 d, 1 d, 23 d, 3, 7",
1229987794,false,finalized,3,5/4/2017 11:25:30,"","time
time
time", age,,infant age ,0 day,
1229987795,false,finalized,3,5/4/2017 11:38:06,"","time
time
time", tissue,,tissue collection time ,"0 h (control), 18 h post pgf2_ administration, 6 h post pgf2_ administration, 3 h post pgf2_ administration",
1229987796,false,finalized,6,5/4/2017 11:36:15,"","tissue
time
time
time
time
time", time,,tissue collection time  ,"0 h (control), 6 h post pgf2� administration, 18 h post pgf2� administration, 3 h post pgf2� administration",
1229987797,false,finalized,5,5/4/2017 11:50:06,"","time
time
treatment
time
time", treatment,,duration of il-6 treatment  ,"0 h, 12 h, 1 h, 6 h, 3 h",
1229987798,false,finalized,3,5/4/2017 11:36:51,"","time
time
time", time,,time before sampling  ,"0 h, 24 h, 72 h",
1229987799,false,finalized,3,5/4/2017 11:20:53,"","time
time
time", time,,time of exercise  ,"0 hour (pre), 6 hour, 24 hour, 3 hour",
1229987800,false,finalized,3,5/4/2017 11:38:24,"","time
time
time", time,,time post-perforation  ,"0 hours, 12 hours, 144 hours, 36 hours, 24 hours",
1229987801,false,finalized,3,5/4/2017 11:34:38,"","time
time
time", time,,post serum time point  ,"0 hours, 6 hours",
1229987802,false,finalized,3,5/4/2017 11:33:13,"","time
time
time", time,,time differentiated  ,"0 hr, 24 hr, 72 hr",
1229987803,false,finalized,3,5/4/2017 11:35:42,"","time
time
time", time,,time in fr light  ,"0 hr, 3 hr, 1 hr, 24 hr",
1229987804,false,finalized,7,5/4/2017 11:42:01,"","time
treatment
time
time
time
treatment
time", time,,hcg treatment time  ,"0 hr, 3 hr, 14 hr, 9 hr",
1229987805,false,finalized,3,5/4/2017 11:21:06,"","time
time
time", treatment,,hcg treatment time  ,"0 hr, 3 hr, 9 hr, 14 hr",
1229987806,false,finalized,3,5/4/2017 11:38:40,"","time
time
time", time,,time in constant white light  ,"0 hrs, 8 hrs, 32 hrs, 4 hrs, 12 hrs",
1229987807,false,finalized,3,5/4/2017 11:19:46,"","time
time
time", time,,time(absolute)  ,"0 months, 1 months",
1229987808,false,finalized,3,5/4/2017 12:18:25,"","time
time
time", time,,post-exposure time  ,0 weeks,
1229987809,false,finalized,3,5/4/2017 11:22:06,"","gendersex
gendersex
gendersex", gender,,female gender ,"0, 1",
1229987810,false,finalized,3,5/4/2017 11:27:02,"","treatment
treatment
treatment", treatment,,treatment response in vivo  ,"0, 1",
1229987811,false,finalized,5,5/4/2017 11:39:18,"","disease
disease
time
disease
disease", disease,,code disease-specific survival  ,"0, 1",
1229987812,false,finalized,3,5/4/2017 11:41:11,"","time
time
time", disease,,disease_free_survival_years  ,"0, 1, na, 10, 0.67",
1229987813,false,finalized,3,5/4/2017 11:39:38,"","time
time
time", time,,time_to_metastasis (years)  ,"0, 1.6, 2.1, 2.4, 1.7",
1229987814,false,finalized,3,5/4/2017 11:53:37,"","treatment
treatment
treatment", treatment,,treatment_dose_u/ml  ,"0, 1000",
1229987815,false,finalized,3,5/4/2017 11:29:39,"","time
time
time", time,,zt time  ,"0, 12, 18, 6, 3",
1229987816,false,finalized,3,5/4/2017 11:32:08,"","time
time
time", time,,time (minutes)  ,"0, 12, 6, 15, 20",
1229987817,false,finalized,3,5/4/2017 11:58:57,"","time
time
time", time,,time (days post-infection)  ,"0, 2",
1229987818,false,finalized,3,5/4/2017 11:34:35,"","time
time
time", time,,timepoint (weeks)  ,"0, 2",
1229987819,false,finalized,3,5/4/2017 11:38:04,"","time
time
time", age,,ageing at 29 c in days ,"0, 2, 14",
1229987820,false,finalized,7,5/4/2017 11:40:18,"","treatment
time
time
treatment
treatment
time
treatment", treatment,,rai stage before treatment  ,"0, 2, 4, 3, 1",
1229987821,false,finalized,3,5/4/2017 11:29:39,"","time
time
time", time,,induction time (hours)  ,"0, 24",
1229987822,false,finalized,3,5/4/2017 11:32:47,"","time
time
time", disease,,disease-free interval (months)  ,"0, 24, 23, 37, 40",
1229987823,false,finalized,3,5/4/2017 11:40:51,"","time
time
time", time,,time after injury (hours)  ,"0, 288, 528, 3, 6",
1229987824,false,finalized,3,5/4/2017 11:27:06,"","time
time
time", time,,time (d)  ,"0, 3, 10, 1, 7",
1229987825,false,finalized,7,5/4/2017 11:34:44,info,"time
time
dontknow
time
time
time
time", time,,time in spo (hours)  ,"0, 3, 5",
1229987826,false,finalized,3,5/4/2017 11:29:06,"","time
time
time", time,,time (h)  ,"0, 4, 6, 24, 8",
1229987827,false,finalized,3,5/4/2017 11:30:57,"","time
time
time", age,,culture age (days) ,"0, 40, 20, 7, 42",
1229987828,false,finalized,3,5/4/2017 11:36:30,"","time
time
time", disease,,disease free interval (days)  ,"0, 462, 122, 546, na",
1229987829,false,finalized,3,5/4/2017 11:35:08,"","time
time
time", age,,age (year) ,"0, 68, 55, 59, 54",
1229987830,false,finalized,3,5/4/2017 11:34:15,"","time
time
time", time,,time point (hours)  ,"0, 72, 2, 4, 12",
1229987833,false,finalized,3,5/4/2017 11:26:50,"","strain
strain
strain", strain,,strain dba2(%)  ,"0, 75, 100, 50",
1229987834,false,finalized,3,5/4/2017 11:25:35,"","time
time
time", time,,time post surgery  ,"0, 8 weeks, 2 weeks, 4 weeks, 12h",
1229987835,false,finalized,3,5/4/2017 11:32:57,"","time
time
time", time,,dfs time (months)  ,"0, 8.51, 54.7, 20.7, 91.93",
1229987836,false,finalized,7,5/4/2017 11:34:20,"","strain
time
strain
disease
strain
strain
strain", strain,,strain sjl(%)  ,"0, 9, 37.5, 84, 69",
1229987837,false,finalized,3,5/4/2017 11:36:47,"","time
time
time", time,,time since sample1 months  ,"0, 9.93, 21.41, 19.21, 35.74",
1229987838,false,finalized,6,5/4/2017 11:39:03,"","time
time
disease
time
time
time", disease,,duration of disease (month)  ,"0, unknown, 1",
1229987839,false,finalized,3,5/4/2017 11:30:13,"","time
time
time", time,,time period of attachment  ,"0.25 h, 1 h, logarithmic aerobic growing cells",
1229987840,false,finalized,3,5/4/2017 11:37:59,"","time
time
time", time,,time pre_post surgery (years)  ,"0.28, 0.15, 0.53, 0.25, 0.14",
1229987841,false,finalized,3,5/4/2017 11:40:11,"","time
time
time", age,,donor age (years) ,"0.35, 54, 50, 82, 92",
1229987842,false,finalized,3,5/4/2017 11:25:30,"","time
time
time", time,,time after injury  ,"0.5 h, 72 h, 7 d, 24 h, 28 d",
1229987843,false,finalized,3,5/4/2017 11:41:28,"","time
time
time", treatment,,hours treatment  ,"0.5, 4, 0",
1229987844,false,finalized,3,5/4/2017 11:29:22,"","time
time
time", time,,time (hours after pollination)  ,"0.5, 8, 3.5",
1229987845,false,finalized,3,5/4/2017 11:54:47,"","time
time
time", age,,host age (yr) ,"0.50-0.66, 24, 26, 25, 55",
1229987846,false,finalized,3,5/4/2017 11:35:29,"","time
time
time", time,,post-infection time points  ,"0.5hpi, 16hpi, 18hpi, 1hpi, 2hpi",
1229987847,false,finalized,3,5/4/2017 11:34:35,"","time
time
time", time,,rna degradation time  ,"000 h, 315 h, 145 h, 230 h",
1229987848,false,finalized,3,5/4/2017 11:42:34,"","time
time
time", time,,time post-stimulation  ,"008hr, 024hr, 072hr, 000min, 720min",
1229987849,false,finalized,3,5/4/2017 11:34:15,"","time
time
time", time,,extraction time  ,"0h after bru labeling, 6h after bru labeling",
1229987850,false,finalized,3,5/4/2017 11:36:24,"","time
time
time", time,,time (post amputation)  ,"0h, 12h, 48h, 24h",
1229987851,false,finalized,3,5/4/2017 11:35:42,"","time
time
time", time,,time after induction  ,"0h, 24 hours, 1 days, 5 days, 0 days",
1229987852,false,finalized,3,5/4/2017 11:34:53,"","time
time
time", age,,age in vitro ,"0h, 24h, 48h, 72h",
1229987853,false,finalized,3,5/4/2017 11:33:33,"","time
time
time", time,,pos-harvest time  ,"0h, 24h, 5h",
1229987854,false,finalized,3,5/4/2017 11:40:41,"","time
time
time", time,,differentiation timepoint  ,"0h, 72h, 48h, 24h, t0",
1229987855,false,finalized,3,5/4/2017 11:39:08,"","treatment
treatment
treatment", treatment,,h2o2 treatment level  ,"0mm, 1mm, 50mm, 5mm, 25mm",
1229987856,false,finalized,3,5/4/2017 11:37:39,"","treatment
treatment
treatment", treatment,,b12 treatment  ,"0nm, 500nm, 50um",
1229987857,false,finalized,3,5/4/2017 11:37:20,"","treatment
treatment
treatment", treatment,,folate treatment  ,"0nm, 6um, 30um, 60um",
1229987858,false,finalized,3,5/4/2017 11:34:00,"","time
time
time", time,,time  ,"1 d, 3 d, 5 d, 24h, 0.25 d",
1229987859,false,finalized,5,5/4/2017 11:42:33,"","time
time
treatment
time
time", treatment,,days of treatment  ,"1 day, 3 days",
1229987860,false,finalized,3,5/4/2017 11:40:33,"","time
time
time", treatment,,time after treatment  ,"1 day, 6h, 12h, 24h, 48h",
1229987861,false,finalized,3,5/4/2017 11:33:51,"","time
time
time", time,,time after treatment  ,"1 day, 6h, 12h, 24h, 72h",
1229987862,false,finalized,6,5/4/2017 11:43:39,"","time
treatment
time
time
time
time", treatment,,treatment duration  ,"1 days, 3 days, 5 days, .25 days, 24h",
1229987863,false,finalized,3,5/4/2017 11:44:09,"","time
time
time", time,,4-thiouracil labeling time  ,"1 h, fourth h post-n-addition, first h post-n-addition",
1229987864,false,finalized,3,5/4/2017 11:40:44,"","time
time
time", age,,age of the mice ,1 month old,
1229987865,false,finalized,3,5/4/2017 11:28:03,"","time
time
time", age,,age at vaccination ,"1 month, newborn",
1229987866,false,finalized,3,5/4/2017 11:40:33,"","gendersex
gendersex
gendersex", sex,,sex (0-female 1-male)  ,"1, 0",
1229987867,false,finalized,3,5/4/2017 11:40:18,"","gendersex
gendersex
gendersex", sex,,sex (0-male 1-female)  ,"1, 0",
1229987868,false,finalized,7,5/4/2017 11:41:50,"","disease
disease
time
disease
time
time
disease", disease,,disease progression (event)  ,"1, 0",
1229987869,false,finalized,3,5/4/2017 11:29:18,"","time
time
time", age,,age (bin) ,"1, 0, na",
1229987870,false,finalized,3,5/4/2017 11:37:59,"","time
time
time", age,,age bin ,"1, 0, na",
1229987871,false,finalized,3,5/4/2017 11:37:38,"","time
time
time", age,,agebin ,"1, 0, na",
1229987872,false,finalized,3,5/4/2017 11:37:59,"","time
time
time", time,,post radiation time (hour)  ,"1, 12, 24, 4, 0",
1229987873,false,finalized,3,5/4/2017 11:28:25,"","time
time
time", age,,age (postnatal days) ,"1, 14, 7",
1229987874,false,finalized,3,5/4/2017 11:35:42,"","time
time
time", age,,age (day) ,"1, 15, 5, 50, 30",
1229987875,false,finalized,7,5/4/2017 11:30:52,"nofit
ambiguous","time
dontknow
dontknow
time
time
time
time", age,,agegrp ,"1, 2",
1229987876,false,finalized,3,5/4/2017 11:33:19,"","treatment
treatment
treatment", treatment,,order of treatment  ,"1, 2",
1229987877,false,finalized,5,5/4/2017 11:42:43,"","disease
time
disease
disease
disease", disease,,stage of disease  ,"1, 2",
1229987878,false,finalized,7,5/4/2017 12:03:28,"examplesunclear
ambiguous","time
time
dontknow
dontknow
time
time
gendersex", age,,agestatus ,"1, 2, na",
1229987879,false,finalized,3,5/4/2017 11:36:51,"","gendersex
gendersex
gendersex", sex,,sex (male.1_female.2)  ,"1, 2, na",
1229987880,false,finalized,7,5/4/2017 11:43:44,nofit,"disease
dontknow
disease
disease
disease
disease
disease", disease,,diseasestatus  ,"1, 2, nafld, nash, normal control",
1229987881,false,finalized,3,5/4/2017 11:37:57,"","time
time
time", time,,time point (day)  ,"1, 28, 0, 3, 4",
1229987882,false,finalized,3,5/4/2017 11:41:02,"","time
time
time", time,,lps exposure time  ,"1, 3, 0, 5",
1229987883,false,finalized,7,5/4/2017 11:41:26,"","time
time
disease
disease
disease
disease
time", disease,,stage of disease (inss)  ,"1, 4, 2, 4s, 3",
1229987884,false,finalized,3,5/4/2017 12:18:25,"","tissue
tissue
tissue", tissue,,number of pooled tissues ,"1, 4, 3",
1229987885,false,finalized,5,5/4/2017 11:32:11,"","treatment
time
treatment
treatment
treatment", treatment,,treatment repeat  ,"1, 5, 6",
1229987886,false,finalized,3,5/4/2017 11:26:26,"","time
time
time", time,,time after es/ga (days)  ,"1, 7, 3, n/a",
1229987887,false,finalized,3,5/4/2017 11:35:37,"","time
time
time", treatment,,weeks after treatment  ,"1, 8",
1229987888,false,finalized,3,5/4/2017 11:32:34,"","disease
disease
disease", disease,,residual disease (cm)  ,"1, not evaluated, 6, 3, 0",
1229987889,false,finalized,3,5/4/2017 11:36:59,"","time
time
time", time,,follow up time (months)  ,"1.2, 29.9, 48.7, 68.8, 51",
1229987890,false,finalized,3,5/4/2017 11:33:13,"","time
time
time", time,,pfs time (years)  ,"1.33881, 3.96715, 0.780287",
1229987891,false,finalized,3,5/4/2017 11:37:39,"","time
time
time", time,,time_rec (years)  ,"1.58, 2.08, 2.3, 0.92, 5.17",
1229987892,false,finalized,3,5/4/2017 11:31:50,"","time
time
time", time,,time to outcome  ,"1.624 years, 0.035 years, 0.684 years, 2.315 years, 2.846 years",
1229987893,false,finalized,3,5/4/2017 11:41:25,"","time
time
time", time,,developmental time  ,"1.75 - 2.75 hrs, 2 - 3 hrs, 0 h, 2 h, 1 h",
1229987894,false,finalized,6,5/4/2017 11:33:53,"","disease
time
time
time
time
time", disease,,mean disease duration  ,1.7yrs.,
1229987895,false,finalized,3,5/4/2017 11:41:43,"","strain
strain
strain", strain,,strain serotype  ,1/2a,
1229987896,false,finalized,5,5/4/2017 11:47:36,"","tissue
time
tissue
tissue
tissue", tissue,,age and tissue ,10 days-old seedlings.,
1229987897,false,finalized,3,5/4/2017 11:44:31,"","time
time
time", age,,age and tissue ,10 days-old seedlings.,
1229987898,false,finalized,3,5/4/2017 11:41:13,"","time
time
time", time,,time (hpi)  ,"10 hr, 20 hr, control, 72, 96",
1229987899,false,finalized,3,5/4/2017 11:34:53,"","time
time
time", time,,time(weeks)  ,10 weeks,
1229987900,false,finalized,3,5/4/2017 11:33:09,"","time
time
time", age,,age at start of experiment ,"10 wks, 8 wks",
1229987901,false,finalized,3,5/4/2017 11:36:13,"","time
time
time", time,,dfs time (yrs)  ,"10, 10.66666667, 10.5, 10.75, 9.91666667",
1229987902,false,finalized,5,5/4/2017 11:37:17,"","tissue
time
time
time
time", tissue,,day of tissue dissection ,"10, 15, 12, 18",
1229987903,false,finalized,3,5/4/2017 11:32:08,"","time
time
time", age,,age (days old) ,"10, 52, 66, 68, 57",
1229987904,false,finalized,3,5/4/2017 11:44:10,"","disease
disease
disease", disease,,disease_free_survival_event  ,"10, na, 0.42,1, 3",
1229987905,false,finalized,3,5/4/2017 11:32:31,"","treatment
treatment
treatment", treatment,,testosterone treatment  ,"100 nm testosterone, none",
1229987906,false,finalized,3,5/4/2017 11:25:35,"","treatment
treatment
treatment", treatment,,treatment dose u/ml  ,"100, 0",
1229987907,false,finalized,3,5/4/2017 11:40:11,"","treatment
treatment
treatment", treatment,,treatment_dose  ,"1000 u/ml, none",
1229987908,false,finalized,7,5/4/2017 11:41:50,"","disease
disease
time
disease
disease
time
disease", disease,,disease-free survival (dfs)  ,"107 months, 28 months, 32 months, 2 months, 3 months",
1229987909,false,finalized,3,5/4/2017 11:36:16,"","time
time
time", age,,age of ffpe block (years) ,"11, 10, 12, 13",
1229987910,false,finalized,3,5/4/2017 11:37:38,"","time
time
time", age,,age of ffpe tissue ,"11, 10, 12, 21, 19",
1229987911,false,finalized,7,5/4/2017 11:39:10,"","time
tissue
tissue
time
time
time
time", tissue,,age of ffpe tissue ,"11, 10, 12, 21, 34",
1229987912,false,finalized,3,5/4/2017 11:38:15,"","time
time
time", treatment,,time (weeks of treatment)  ,"11, 27, -4, 23, 17",
1229987913,false,finalized,3,5/4/2017 11:36:51,"","time
time
time", time,,time sacrificed  ,"1130, 1505, 1230, 1439, 1105",
1229987914,false,finalized,3,5/4/2017 11:40:51,"","time
time
time", time,,time to meta or recurrence  ,"1175, 446",
1229987915,false,finalized,7,5/4/2017 11:36:58,info,"time
time
dontknow
time
time
time
time", age,,conidial age ,12 days,
1229987916,false,finalized,3,5/4/2017 11:38:38,"","time
time
time", time,,transfection time  ,"12 hrs, 48h, 7 hours, 12 hours, 25 hours",
1229987917,false,finalized,3,5/4/2017 11:29:34,"","time
time
time", time,,time on diet  ,"12 weeks, 11 weeks",
1229987918,false,finalized,6,5/4/2017 11:29:57,"","time
time
treatment
time
time
time", treatment,,period of treatment  ,"12 weeks, 4 weeks",
1229987919,false,finalized,3,5/4/2017 11:38:22,"","time
time
time", time,,feeding time  ,"12 weeks, 9 weeks",
1229987920,false,finalized,3,5/4/2017 11:45:18,"","time
time
time", age,,age months ,"12, 1.5, 6, 3, 20",
1229987921,false,finalized,3,5/4/2017 11:21:50,"","time
time
time", time,,circadian time (ct)  ,"12, 18, 0, 6",
1229987922,false,finalized,3,5/4/2017 11:54:46,"","time
time
time", time,,time in hrs  ,"12, 24, 3, 0.5, 6",
1229987923,false,finalized,3,5/4/2017 11:40:51,"","time
time
time", time,,time (hrs)  ,"12, 24, 8, 4, 0.5",
1229987924,false,finalized,7,5/4/2017 11:43:39,"","time
treatment
time
treatment
time
time
time", treatment,,treatment time(minutes)  ,"120, 480, 0, 20, 40",
1229987925,false,finalized,6,5/4/2017 11:38:08,"","treatment
time
time
time
time
time", time,,treatment time(minutes)  ,"120, 480, 0, 20, 40",
1229987926,false,finalized,3,5/4/2017 11:42:48,"","time
time
time", time,,10years followup time (months)  ,"120, 51.49, 50.48, 52.51, 73.48",
1229987927,false,finalized,3,5/4/2017 11:37:20,"","time
time
time", time,,time inject  ,"1230, 1110, 1100, 1130, 1200",
1229987928,false,finalized,7,5/4/2017 11:48:05,ambiguous,"dontknow
strain
strain
strain
strain
strain
strain", strain,,strain (genetic background)  ,"129svjae/c57b6 f1, c57bl/6 x b6129 ola",
1229987929,false,finalized,3,5/4/2017 11:36:10,"","time
time
time", time,,time post infection  ,"12h, 24h, 14 days, n/a, 3 day dpi",
1229987930,false,finalized,3,5/4/2017 11:40:00,"","time
time
time", time,,stress time  ,"12h, 24h, 48h",
1229987931,false,finalized,7,5/4/2017 11:47:36,"","time
time
treatment
treatment
time
time
time", treatment,,sirna treatment time point  ,"12hr, 4hr, 8hr, 18hr",
1229987932,false,finalized,7,5/4/2017 11:48:05,nofit,"time
dontknow
time
time
time
time
time", time,,time of pseudo-pregnancy  ,"13 days, 15 days",
1229987933,false,finalized,3,5/4/2017 11:31:22,"","time
time
time", age,,vitis (41528 population) - age ,13 month,
1229987934,false,finalized,3,5/4/2017 11:37:51,"","time
time
time", age,,age (at the end of treatment) ,13 wks,
1229987935,false,finalized,3,5/4/2017 11:30:32,"","time
time
time", treatment,,age (at the end of treatment)  ,13 wks,
1229987936,false,finalized,3,5/4/2017 11:29:23,"","time
time
time", time,,survival time (month)  ,"13.86138614, 29.07590759, 16.46864686, 12.07920792, 18.15181518",
1229987937,false,finalized,3,5/4/2017 11:38:42,"","time
time
time", age,,estimated age ,130 days gestation,
1229987938,false,finalized,3,5/4/2017 11:37:03,"","time
time
time", time,,collected time  ,14 days after inoculation,
